Northern England
Northern England
Northern England
"Morley, Derbyshire"
"Nether Heyford, Northamptonshire"
"Northolt, Middlesex"
"Preston-next-Faversham, Kent"
"Putney, Surrey"
"Roydon, Essex"
"Shere, Surrey"
"Shirburn, Oxfordshire"
"Sotterley, Suffolk"
"Sprotbrough, Yorkshire"
"St Albans, England"
"Stokesby, Norfolk"
"Tattershall, Lincolnshire"
"Thanington, Kent"
"Thornton, Buckinghamshire"
"Westminster, England"
"Addington, Kent"
"Allerton Mauleverer, Yorkshire"
"Baginton, Warwickshire"
"Barsham, Suffolk"
"Blakesley, Northamptonshire"
"Bobbing, Kent"
"Bocking, Essex"
"Burnham Thorpe, Norfolk"
"Cassington, Oxfordshire"
"Cobham, Kent"
"Cranford, Northamptonshire"
"Dartmouth, Devon"
"Digswell, Hertfordshire"
"Exeter, England"
"Gunby, Lincolnshire"
"Halstead, Kent"
"Harpham, Yorkshire"
"Hinxton, Cambridgeshire"
"Kidderminster, Worcestershire"
"Little Casterton, Rutland"
"Little Horkesley, Essex"
"Mendlesham, Suffolk"
"Merevale, Warwickshire"
"Playford, Suffolk"
"Rougham, Suffolk"
"Routh, Yorkshire"
"South Kelse, Lincolnshire"
"Spilsby, Lincolnshire"
"Springfield, Essex"
"Ulcombe, Kent"
"Wantage, Berkshire"
"Warkworth, Northumberland"
"Warwick, Warwickshire"
"Wisbech, Cambridgeshire"
"Wixford, Warwickshire"
"Addington, Kent"
"Albury, Surrey"
"Arreton, Isle of Wight"
"Ashford, Kent"
"Aughton, East Riding of Yorkshire"
"Aylesford, Kent"
"Battle, Sussex"
"Carshalton, Surrey"
"Chalgrove, Oxfordshire"
"Cheddar, Somerset"
"Chedzoy, Somerset"
"Childrey, Berkshire"
"Chinnor, Oxfordshire"
"Clehonger, Herefordshire"
"Dinton, Buckinghamshire"
"Dodford, Northamptonshire"
"Etchingham, Sussex"
"Ewelme, Oxfordshire"
"Farringdon, Berkshire"
"Fladbury, Worcestershire"
"Goudhurst, Kent"
"Hampton Poyle, Oxfordshire"
"Harlow, Essex"
"Helmsley, Yorkshire"
"Hereford, Herefordshire"
"Howden, Yorkshire"
"Ilminister, Somerset"
"Irnham, Lincolnshire"
"Lambourn, Berkshire"
"Lanteglos, Cornwall"
"Latton, Essex"
"Leeds, Yorkshire"
"Linton, Cambridgeshire"
"Lostwithiel, Cornwall"
"Lullingstone, Kent"
"Margate, Kent"
"Mere, Wiltshire"
"Morley, Derbyshire"
"Pluckley, Kent"
"Preston-next-Faversham, Kent"
"Rougham, Norfolk"
"Saltwood, Kent"
"Sawbridgeworth, Hertfordshire"
"Sherborne St John, Hampshire"
"South Petherton, Somerset"
"Staveley, Derbyshire"
"Stoke Poges, Buckinghamshire"
"Swaffham, Norfolk"
"Teynham, Kent"
"Theddlethorpe, Lincolnshire"
"Thruxton, Hampshire"
"Wellesbourne, Warwickshire"
"West Grinstead, Sussex"
"Wiston, Suffolk"
"Wymington, Bedfordshire"
"Addington, Kent"
"Arundel, Sussex"
"Ashby St. Legers, Northamptonshire"
"Beckington, Somerset"
"Brampton, Norfolk"
"Charwelton, Northamptonshire"
"Clifton, Nottinghamshire"
"Feltwell, Norfolk"
"Fladbury, Worcestershire"
"Haccombe, Devon"
"Hathersage, Derbyshire"
"Honing, Norfolk"
"Horton, Northamptonshire"
"Houghton Conquest, Bedfordshire"
"Hutton, Somerset"
"Isleham, Cambridgeshire"
"Kedleston, Derbyshire"
"Knodishall, Suffolk"
"Leeds, Yorkshire"
"Lillingstone Dayrell, Buckinghamshire"
"Little Easton, Essex"
"London, United Kingdom"
"North Mimms, Hertfordshire"
"Ockham, Surrey"
"Sandon, Hertfordshire"
"Sawley, Derbyshire"
"Sculthorpe, Norfolk"
"Sherborne St John, Hampshire"
"Shernborne, Norfolk"
"South Ormsby, Lincolnshire"
"St Albans, England"
"St. Michael Penkevil, Cornwall"
"Stoke Rochford, Lincolnshire"
"Stokerston, Leicestershire"
"Stopham, Sussex"
"Strelley, Nottinghamshire"
"Tong, Shropshire"
"Ulcombe, Kent "
"Warham All Saints, Norfolk"
"Warkworth, Northumberland"
"Westminster, England"
"Whissonsett, Norfolk"
"Wilmslow, Cheshire"
"Winwick, Lancashire"
"Wollaton, Nottinghamshire"
"Acton, Suffolk"
"Anthony, Cornwall"
"Arundel, Sussex"
"Astley, Warwickshire"
"Aston, Hertfordshire"
"Beddington, Surrey"
"Boston, Lincolnshire"
"Brabourne, Kent"
"Broughton, Oxfordshire"
"Cheddar, Somerset"
"Chester-le-Street, Durham"
"Cobham, Kent"
"East Markham, Nottinghamshire"
"Elstow, Essex"
"Enfield, Middlesex"
"Frettenham, Norfolk"
"Goring, Oxfordshire"
"Great Bookham, Surrey"
"Harefield, Middlesex"
"Hellingly, Sussex"
"Hever, Kent"
"Hinckley, Leicestershire"
"Ightfield, Shropshire"
"Langridge, Somerset"
"Lingfield, Surrey"
"Little Marlow, Buckinghamshire"
"Little Wittenham, Berkshire"
"Long Melford, Suffolk"
"Manchester, Lancashire"
"Minehead, Somerset"
"Nether Wallop, Hampshire"
"Quinton, Gloucestershire"
"Saltwood, Kent"
"Sheldwick, Kent"
"Shottesbrook, Berkshire"
"South Mimms, Middlesex"
"South Petherton, Somerset"
"Southfleet, Kent"
"St Ives, Cornwall"
"St. Giles-in-the-Wood, Devon"
"Stanford Dingley, Berkshire"
"Stratfield Mortimer, Buckinghamshire"
"Swanwick, Dorset"
"Swithland, Leicestershire"
"Tintagel, Cornwall"
"Waltham, Lincolnshire"
"Warkworth, Northumberland"
"West Grinstead, Sussex"
"Wicken, Cambridgeshire"
"Wrentham, Suffolk"
"Wroxhall, Warwickshire"
"Wymington, Bedfordshire"
"Aldborough, Norfolk"
"Baconsthorpe, Norfolk"
"Biddenden, Kent"
"Blickling, Norfolk"
"Bobbing, Kent"
"Broxbourne, Hertfordshire"
"Canterbury, England"
"Castle Donington, Leicestershire"
"Cheam, Surrey"
"Checkendon, Oxfordshire"
"Cheshunt, Hertfordshire"
"Chittlehampton, Devon"
"Dartford, Kent"
"Digswell, Hertfordshire"
"East Dereham, Norfolk"
"Erith, Kent"
"Etchingham, Sussex"
"Floore, Northamptonshire"
"Great Barford, Oxfordshire"
"Hathersage, Derbyshire"
"Hereford, Herefordshire"
"Herne, Kent"
"Hunsdon, Hertfordshire"
"Ipswich, Suffolk"
"Liddington, Rutland"
"Little Wittenham, Berkshire"
"Long Grendon, Buckinghamshire"
"Low Leyton, Essex"
"Merstham, Surrey"
"North Mimms, Hertfordshire"
"Norwich, England"
"Oulton, Suffolk"
"Oxshot, Surrey"
"Pepper-Harrow, Surrey"
"Raveningham, Norfolk"
"Snodland, Kent"
"St Mary, Kent"
"Stamford, Lincolnshire"
"Stapleford, Leicestershire"
"Stretham, Cambridgeshire"
"Tattershall, Lincolnshire"
"Tidmarsh, Berkshire"
"Upton, Buckinghamshire"
"Wappenham, Northamptonshire"
"Ware, Hertfordshire"
"Wing, Buckinghamshire"
"Yoxford, Suffolk"
"Berwick-upon-Tweed, Northumberland"
"Wigmore, Herefordshire"
"Aquitaine, France"
"Calais, France"
"Carnarvonshire, Wales"
"Cheshire, England"
"Derwentfells, Cumberland"
"Edinburgh, Scotland"
"Jersey, Channel Islands"
"Lincoln, Lincolnshire"
"London, United Kingdom"
"Malines, Belgium"
"Pleshey, Essex"
"Southampton, Hampshire"
"Suffolk, England"
"Ulster, Province of, Northern Ireland"
"Westminster, England"
"Wiltshire, England"
"Windermere, Westmorland"
"York, Yorkshire"
"Coldingham, Berwickshire"
"Durham, England"
Northern England
"Midlands, England"
Northern England
"Gateshead, Durham"
"Durham, Church of St. Cuthbert, Durham"
"Durham, England"
"Berwick-upon-Tweed, Northumberland"
"Jedworth, Roxburghshire"
"Stirling, Scotland"
"Ellesmere, Shropshire"
"Troyes, France"
"Affligam, Flanders"
"Cuttlestone Hundred, Staffordshire"
"Hogstowe Forest, Shropshire"
"Hope, Shropshire"
"Madeley, Staffordshire"
"Stafford, Staffordshire"
"Thornbury, Gloucestershire"
"Tysoe, Warwickshire"
"Durham, England"
"St Bride Major, Glamorganshire"
"Burton Agnes, Yorkshire"
"Hexham, Northumberland"
"Durham, England"
"Aquitaine, France"
"Belleville, France"
"Berwick-upon-Tweed, Northumberland"
"Gascony, France"
"Ponthieu, District of, France"
"Durham, England"
"Hexham, Northumberland"
"Buildwas, Shropshire"
"Nantwich, Cheshire"
"North Molton, Devon"
"Northwich, Hundred of, Shropshire"
"Shrewsbury, Shropshire"
"Caerlaverock, Dumfriesshire"
"Culford, Suffolk"
"Flempton, Suffolk"
"Fornham All Saints, Suffolk"
"Fornham St Genevieve, Suffolk"
"Fornham St. Martin, Suffolk"
"Great Barton, Suffolk"
"Great Saxham, Suffolk"
"Hengrave, Suffolk"
"Risby, Suffolk"
"Warkworth, Northumberland"
"Westley, Suffolk"
"Durham, England"
"Egremont, Cumberland"
"Holbeach, Lincolnshire"
"Moulton, Lincolnshire"
Northern England
"Kingstone, Herefordshire"
"Martley, Worcestershire"
"Newent, Gloucestershire"
"Olveston, Gloucestershire"
"Pauntley, Gloucestershire"
"Southampton, Hampshire"
"Ste Barbe en Auge, Auge"
"Torkington, Gloucestershire"
"River Wye, Herefordshire"
"Herefordshire, England"
"Berkhampstead, Hertfordshire"
"Blountes, Suffolk"
"Braughin, Hertfordshire"
"Clee juxta Grymesby, Lincolnshire"
"Croydon, Surrey"
"Dartford, Kent"
"East Peckham, Kent"
"Furneaux, Hertfordshire"
"Grean or Graine, Kent"
"Great Dunmow, Essex"
"Hadlow, Kent"
"Hampton, Shropshire"
"Layston, Hertfordshire"
"Little Hormead, Hertfordshire"
"Marden, Kent"
"Middletone Milton?, Kent"
"Newcastle-under-Lyme, Staffordshire"
"Pelham, Hertfordshire"
"Quenhawe, Hertfordshire"
"Rockbourne juxta Brommore, Hampshire"
"Rothwell, Northamptonshire"
"Saint Alban's, Hertfordshire"
"Sandon, Hertfordshire"
"South Bradon, Somerset"
"Standon, Hertfordshire"
"Therfield, Hertfordshire"
"Throcking, Hertfordshire"
"Watton, Hertfordshire"
"Weston, Lincolnshire"
"Winthorpe, Lincolnshire"
"Yalding, Kent"
"Barking, Essex"
"Kennet, Suffolk"
"Kensworth, Hertfordshire"
"Langley, Leicestershire"
"Ledewich, Shropshire"
"Maltby, Norfolk"
"Meaux, East Riding of Yorkshire"
"North Weetslade, Northumberland"
"Ossington, Nottinghamshire"
"Runham, Norfolk"
"St Alban's, Hertfordshire"
"Tynerington, Yorkshire"
"Wendover, Buckinghamshire"
"Wherstead, Suffolk"
"Wrangdyke, Hundred of, Rutland"
"Drinkstone, Suffolk"
"Hereford, Herefordshire"
Roothing
"East Ham, Essex"
"Hamme-Eton, Herefordshire"
"Langford, Essex"
"Messing, Essex"
Roothing
"St Clement Danes, Middlesex"
"Stansted, Essex"
"Carlton, Bedfordshire"
"Chellington, Bedfordshire"
"Donnington, Leicestershire"
"Eton, Herefordshire"
"Lathbury, Buckinghamshire"
"Leicestershire, England"
"Leominster, Herefordshire"
"Much Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Mawen, Herefordshire"
"Rous, Herefordshire"
"Rowbury, Herefordshire"
"Whitchurch Maund, Herefordshire"
"Kynaston, Herefordshire"
"Much Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Kynaston, Herefordshire"
"Much Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Lugwarden, Herefordshire"
"Rowbury, Herefordshire"
"Colbrandepeth, Berwickshire"
"County Durham, England"
"Northumberland, England"
"Silksworth, Durham"
"Embleton, Durham"
"Thorpe Thewles, Durham"
"Stotfold, Durham"
"Thorpe Thewles, Durham"
"Stotfold, Durham"
"Stotfold, Durham"
"Stanhope, Durham"
"Wingate, Durham"
"Easington, Durham"
"Easington, Durham"
"Easington, Durham"
"West Rainton, Durham"
"Burntoft-in-Elwick-Hall, Durham"
"Hardwick, Durham"
"Beaufront, Northumberland"
"Bingfield, Northumberland"
"Bush, Northumberland"
"Hexham, Northumberland"
"Portgate, Northumberland"
"Haswell, Durham"
"Eirk-Heaton, Northumberland"
"Houghton-le-Spring, Durham"
"Moorhouses, Durham"
"Bernwell, Houghton-le-Spring"
"Houghton-le-Spring, Durham"
"Pensher, Durham"
"Hardwick, Durham"
"Jesmond, Northumberland"
"Foxton, Durham"
"Sedgefield, Durham"
"Easington, Durham"
"Hawthorn, Durham"
"Corbridge, Northumberland"
"Goswick, Northumberland"
"Spen, Durham"
"East Thickley, Durham"
"Sedgefield, Durham"
"Sedgefield, Durham"
"Shotton, Durham"
"Hulam, Durham"
"Hutton, Durham"
"East and West Swinburn, Northumberland"
"Jesmond, Northumberland"
"Togstone, Warkworth"
"Wenyngklyve in Warkworth, Northumberland"
"Whiskersheels, Redesdale"
"Seaham, Durham"
"Seaton, Durham"
"Brancepeth, Durham"
"Brancepeth, Durham"
"Easington, Durham"
"Horden in Easington, Durham"
"Brancepeth, Durham"
"Brancepeth, Durham"
"West Burdon, Bishop- Wearmouth"
"Brancepeth, Durham"
"Brancepeth, Durham"
"Burntoft-in-Elwick-Hall, Durham"
"Barlow, Winlaton"
"Brancepeth, Durham"
"Spen, Durham"
"Brancepeth, Durham"
"Easington, Durham"
"Horden in Easington, Durham"
"Hardwick, Durham"
"Preston, Northumberland"
"Houghton-le-Spring, Durham"
"Jesmond, Northumberland"
"Pensher, Durham"
"Stotfold, Durham"
"Stokesay, Shropshire"
"Chadnor, Herefordshire"
"Warkworth, Northumberland"
"Warkworth, Northumberland"
"Brockhampton, Herefordshire"
"Brockhampton, Herefordshire"
"Brockhampton, Herefordshire"
"Brockhampton, Herefordshire"
"Brockhampton, Herefordshire"
"Brockhampton, Herefordshire"
"Brockhampton, Herefordshire"
"Brockhampton, Herefordshire"
"Brockhampton, Herefordshire"
"Llangarren, Herefordshire"
"Little Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Much Marcle, Herefordshire"
"Woolhope, Herefordshire"
"Woolhope, Herefordshire"
"Ashford-Carbonell, Shropshire"
"Chelmarsh, Shropshire"
"Diddlebury, Shropshire"
"Rodington, Shropshire"
"Stanton Lacy, Shropshire"
