Whippingham,Isle of Wight,,,
Whippingham,Isle of Wight,England,,
Whimple,Devon,,,
Whetstone,Leicestershire,,,
Wherstead,Suffolk,,,
Whepstead,Suffolk,,,
Whelford,Gloucestershire,England,,
Wheaton Aston,Staffordshire,,,
Wheatley,Oxfordshire,,,
Wheathampstead,Hertfordshire,,,
Whatton,Nottinghamshire,,,
Whatton,Nottinghamshire,,,
Whatlington,Sussex,,,
Whatcote,Warwickshire,,,
Whaplode,Lincolnshire,,,
Whalton,Northumberland,,,
Whalley,Lancashire,,,
Whaddon,Cambridgeshire,,,
Whaddon,Buckinghamshire,,,
Weymouth,Dorset,,,
Weybridge,Surrey,,,
Weybread,Suffolk,,,
Weybourne,Norfolk,,,
Wetwang,Yorkshire,,,
Wetton,Staffordshire,,,
Wethersfield,Essex,,,
West Wratting,Cambridgeshire,,,
Westwood House,Worcestershire,,,
Westwood,Wiltshire,,,
West Witton,Yorkshire,,,
West Wittering,Sussex,,,
West Wickham,Cambridgeshire,,,
West Wemyss,Fifeshire,,,
Westwell,Oxfordshire,,,
West Walton,Norfolk,,,
West Tofts,Norfolk,,,
West Thorney,Sussex,,,
West Tanfield,North Yorkshire,,,
West Stow,Suffolk,,,
West Stoke,Sussex,,,
West Stockwith,Nottinghamshire,,,
Runton,Norfolk,,,
West Rasen,Lincolnshire,,,
West Quantoxhead,Somerset,,,
West Pennard,Somerset,,,
West Pennard,Somerset,England,,
West Peckham,Kent,,,
Weston Underwood,Derbyshire,,,
Weston-under-Penyard,Herefordshire,,,
Weston Turville,Buckinghamshire,,,
Weston-on-the-Green,Oxfordshire,,,
Westoning,Bedfordshire,,,
Weston,Nottinghamshire,,,
Weston,Shropshire,,,
Weston,Lincolnshire,,,
Weston,Suffolk,,,
Weston,Northamptonshire,,,
Weston,Hertfordshire,,,
West Monkton,Somerset,,,
Westmill,Hertfordshire,,,
Westmeston,Sussex,,,
West Mersea,Essex,,,
West Malling,Kent,,,
West Lydford,Somerset,,,
West Lulworth,Dorset,,,
West Looe,Cornwall,,,
Westley,Suffolk,,,
Lexham,Norfolk,,,
West Lexham,Norfolk,,,
Westleton,Suffolk,,,
Westleigh,Devon,,,
West Leake,Nottinghamshire,,,
Langdon,Kent,,,
West Langdon,Kent,,,
West Knoyle,Wiltshire,,,
West Kington,Wiltshire,,,
West Keal,Lincolnshire,,,
West Itchenor,Sussex,,,
West Hythe,Kent,,,
West Horsley,Surrey,,,
West Hatch,Somerset,,,
West Harting,Sussex,,,
West Harptree,Somerset,,,
West Harling,Norfolk,,,
West Hanningfield,Essex,,,
Westhampnett,Sussex,,,
West Hallam,Derbyshire,,,
West Haddon,Northamptonshire,,,
West Grinstead,Sussex,,,
West Grimstead,Wiltshire,,,
West Firle,Sussex,,,
Westfield,Sussex,,,
West Felton,Shropshire,,,
Westerham,Kent,,,
Westerdale,North Riding of Yorkshire,,,
West Down,Devon,,,
West Dereham,Norfolk,,,
West Dean,Wiltshire,,,
Cranmore,Somerset,,,
West Cranmore,Somerset,,,
West Cranmore,Somerset,England,,
West Coker,Somerset,,,
West Chinnock,Somerset,,,
West Chiltington,Sussex,,,
Westbury,Gloucestershire,,,
Westbury-on-Severn,Gloucestershire,,,
Westbury,Shropshire,,,
Westbury,Buckinghamshire,,,
Westbury,Wiltshire,,,
Westbury,Somerset,,,
West Buckland,Somerset,,,
West Bridgford,Nottinghamshire,,,
Barsham,Norfolk,,,
West Barkwith,Lincolnshire,,,
Bagborough,Somerset,,,
West Bagborough,Somerset,,,
West Ashton,Wiltshire,,,
West Ashby,Lincolnshire,,,
West Anstey,Devon,,,
Werrington,England,"United Kingdom, Europe, Western Europe",,
Wereham,Norfolk,,,
Weobley,Herefordshire,,,
Wentnor,Shropshire,,,
Wensley,Yorkshire,,,
Wenhaston,Suffolk,,,
Wendy,Cambridgeshire,,,
Wendron,Cornwall,,,
Wendover,Buckinghamshire,,,
Wendling,Norfolk,,,
Wendlebury,Oxfordshire,,,
Wembury,Devon,,,
Wem,Shropshire,,,
Welwyn,Hertfordshire,,,
Welwick,East Riding of Yorkshire,,,
Welton,Northamptonshire,,,
Welshpool,Montgomeryshire,,,
Welshampton,Shropshire,,,
Wells-by-the-Sea,Norfolk,,,
Wells,Somerset,England,"United Kingdom, Europe, Western Europe",
Wellow,Nottinghamshire,,,
Wellington (Som.),Somerset,England,"United Kingdom, Europe, Western Europe",
Wellington,Somerset,,,
Wellingore,Lincolnshire,,,
Wellingham,Norfolk,,,
Wellingborough,Northamptonshire,,,
Wellesbourne Mountford,Warwickshire,,,
Wellesbourne Hastings,Warwickshire,,,
Wellesbourne,Warwickshire,,,
Welland,Worcestershire,,,
Well,North Riding of Yorkshire,,,
Welford,Berkshire,,,
Weldon,Northamptonshire,,,
Welby,Lincolnshire,,,
Welbury,Yorkshire,,,
"Welbourn, Castle of",Lincolnshire,,,
Welbourn,Lincolnshire,,,
Welborne,Norfolk,,,
Weeting,Norfolk,,,
Weem,Perthshire,,,
Weeley,Essex,,,
Weekley,Northamptonshire,,,
Weekley,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Weeke,Hampshire,,,
Weeford,Staffordshire,,,
Weedon Beck,Northamptonshire,,,
Weedon,Buckinghamshire,,,
Wedmore,Somerset,,,
Weaverthorpe,Yorkshire,,,
Weasenham,Norfolk,,,
Weare Giffard,Devon,,,
Weare,Somerset,,,
Weare,Somerset,England,"United Kingdom, Europe, Western Europe",
Waxham,Norfolk,,,
Warehorne,Kent,,,
Watton at Stone,Hertfordshire,,,
Watton,Hertfordshire,,,
Watton,East Riding of Yorkshire,,,
Watton,Norfolk,,,
Wattisfield,Suffolk,,,
Watlington,Norfolk,,,
Watlington,Oxfordshire,,,
Watcombe,Watlington,,,
Watford,Northamptonshire,,,
Watford,Hertfordshire,,,
Waterperry,Oxfordshire,,,
Water Newton,Huntingdonshire,,,
Wateringbury,Kent,,,
Waterfall,Staffordshire,,,
Waterden,Norfolk,,,
Waterbeach,Cambridgeshire,,,
Wasperton,Warwickshire,,,
Wasing,Berkshire,,,
Washington,Sussex,,,
Washingborough,Lincolnshire,,,
Washfield,Devon,,,
Warton,Lancashire,,,
Wartling,Sussex,,,
Warsop,Nottinghamshire,,,
Warslow,Staffordshire,,,
Warren,Pembrokeshire,,,
Warnham,Sussex,,,
Warnford,Hampshire,,,
Warminster,Wiltshire,,,
Warminster,Wiltshire,England,"United Kingdom, Europe",
Warminster,Wiltshire,England,"United Kingdom, Europe, Western Europe",
Warmington,Northamptonshire,,,
Warmington,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Warmington,Warwickshire,,,
Warlingham,Surrey,,,
Warkworth,Northumberland,,,
Warham,Norfolk,,,
Wareham,Dorset,,,
Wareham,Dorset,England,"United Kingdom, Europe",
Wareham,Dorset,England,"United Kingdom, Europe, Western Europe",
Ware,Hertfordshire,,,
Wardour Castle,Wiltshire,,,
Warden,Northumberland,,,
Warbstow,Cornwall,,,
Warboys,Huntingdonshire,,,
Warborough,Oxfordshire,,,
Warbleton,Sussex,,,
Wappenham,Northamptonshire,,,
Wanstrow,Somerset,,,
Wansford,Yorkshire,,,
Wangford,Suffolk,,,
Walton-on-Trent,Derbyshire,,,
Walton - on - Thames,Surrey,,,
Walton-on-the-Wolds,Leicestershire,,,
Walton,Suffolk,,,
Walton,Somerset,,,
Waltham,Leicestershire,,,
Waltham-on-the-Wolds,Leicestershire,,,
Waltham Holy Cross,Essex,,,
Waltham Cross,Hertfordshire,,,
Waltham Abbey,Essex,England,,
Waltham Abbey,Essex,England,"United Kingdom, Europe",
Waltham,Kent,,,
Walsoken,Norfolk,,,
Walpole,Norfolk,,,
Walpole,Suffolk,,,
Walmer,Kent,,,
Wallington,Hertfordshire,,,
"Wallington, Parish of",Surrey,,,
Walkington,East Riding of Yorkshire,,,
Walkington,Yorkshire,,,
Walkhampton,Devon,,,
Walkern,Hertfordshire,,,
Walkerith,Lincolnshire,,,
Walkeringham,Nottinghamshire,,,
Walgrave,Northamptonshire,,,
Walford,Herefordshire,,,
Walesby,Lincolnshire,,,
Walesby,Nottinghamshire,,,
Waldron,Sussex,,,
Waldershare,Kent,,,
Walcott,Norfolk,,,
Walberton,Sussex,,,
Walberswick,Suffolk,,,
Walberswick,Suffolk,,,
Wakerley,Northamptonshire,,,
Wainfleet All Saints,Lincolnshire,,,
Wadhurst,Sussex,,,
Wadenhoe,Northamptonshire,,,
Wadenhoe,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Waddingworth,Lincolnshire,,,
Waddington,Lincolnshire,,,
Waddingham,Lincolnshire,,,
Waddesdon,Buckinghamshire,,,
Wacton,Norfolk,,,
Wacton,Herefordshire,,,
Waberthwaite,Cumberland,,,
Veryan,Cornwall,,,
Vernham Dean,Hampshire,,,
Ben Venue (mountain),Stirling,"Katrine, Loch",Perth and Kinross,"Scotland, United Kingdom, Europe, Western Europe"
Ben Venue (mountain),"Trossachs, The",Stirling,Scotland,"United Kingdom, Europe, Western Europe"
Venn Ottery,Devon,,,
Valle Crucis,Denbighshire,,,
Uzmaston,Pembrokeshire,,,
Uxbridge,Middlesex,,,
Uttoxeter,Staffordshire,,,
Usk,Monmouthshire,,,
Urray,Ross and Cromarty,,,
Urchfont al. Erchfont,Wiltshire,,,
Urchfont,Wiltshire,,,
Upwood,Huntingdonshire,,,
Upwey,Dorset,,,
Upton Warren,Worcestershire,,,
Upton-on-Severn,Worcestershire,,,
Upton,Worcestershire,,,
Upton Snodsbury,Worcestershire,,,
Upton Noble,Somerset,,,
Upton Magna,Shropshire,,,
Upton Bishop,Herefordshire,,,
Upton,Nottinghamshire,,,
Upton,Nottinghamshire,,,
Upton,Norfolk,,,
Upton,Peterborough,,,
Upton,Huntingdonshire,,,
Upper Winchendon,Buckinghamshire,,,
Upper Swell,Gloucestershire,,,
Upper Slaughter,Gloucestershire,,,
Upper Langwith,Derbyshire,,,
Heyford Warren al. Upper Heyford,Oxfordshire,,,
Upper Hardres,Kent,,,
Elkstone,Staffordshire,,,
Upper Broughton,Nottinghamshire,,,
Boddington,Northamptonshire,,,
Upper Beeding,Sussex,,,
Uplowman,Devon,,,
Upleatham,North Riding of Yorkshire,,,
Upleadon,Gloucestershire,,,
Upchurch,Kent,,,
Upavon,Wiltshire,,,
Lelant,Cornwall,,,
Unst,Shetland,,,
Europe,"United Kingdom, Western Europe",,,
United Kingdom,Europe,,,
Ulverston,Cumberland,,,
Ulrome,East Riding of Yorkshire,,,
Ulpha,Cumbria,England,"United Kingdom, Europe, Western Europe",
"Ullswater, Lake",Cumbria,England,"United Kingdom, Europe, Western Europe",
Ullesthorpe,Leicestershire,,,
Gairloch,Ullapool,Highland,Scotland,"United Kingdom, Europe, Western Europe"
Ullapool,Highland,Scotland,"United Kingdom, Europe, Western Europe",
Uley,Gloucestershire,,,
Uldale,Cumberland,,,
Uldale,Cumbria,England,"United Kingdom, Europe, Western Europe",
Ulcombe,Kent,,,
Ulbster,Caithness-shire,,,
Ugthorpe,North Riding of Yorkshire,,,
Ugley,Essex,,,
Ugborough,Devon,,,
Ufton,Warwickshire,,,
Ufford,Suffolk,,,
Ufford,Suffolk,,,
Uffington,Lincolnshire,,,
Uffington,Oxfordshire,England,"United Kingdom, Europe",
Uffington,Oxfordshire,England,"United Kingdom, Europe, Western Europe",
Udimore,Sussex,,,
Uckfield,Sussex,,,
Ubley al. Obleigh,Somerset,,,
Ubley,Somerset,,,
Tywardreath,Cornwall,,,
Tyneham,Dorset,England,"United Kingdom, Europe, Western Europe",
Twywell,Northamptonshire,,,
Twywell,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Twynholm,Kirkcudbrightshire,,,
Twyford,Leicestershire,,,
Twycross,Leicestershire,,,
Tudweiliog,Caernarfonshire,,,
Tuxford,Nottinghamshire,,,
Tuxford,Nottinghamshire,,,
Tuttington,Norfolk,,,
Tittesbu,Staffordshire,,,
Totesbir,Staffordshire,,,
Tutbery,Staffordshire,,,
Tutburch,Staffordshire,,,
Tutburye,Staffordshire,,,
Tutbury,Staffordshire,,,
Tutbury,Staffordshire,,,
Tutesbire,Staffordshire,,,
Tutesbir,Staffordshire,,,
Tutteburi,Staffordshire,,,
Tuttebury,Staffordshire,,,
Turriff,Aberdeenshire,,,
Turkdean,Gloucestershire,,,
Tunstall,Lancashire,,,
Tunstall,East Riding of Yorkshire,,,
Tunstall,Suffolk,,,
"Tunstall, Church of",Kent,,,
Tunstall,Kent,,,
"Tummel, River",Perth and Kinross,"Scotland, United Kingdom, Europe, Western Europe",,
Falls of Tummel,Perthshire,,,
Tumby,Lincolnshire,,,
Tugby,Leicestershire,,,
Tudeley,Kent,,,
Trysull,Staffordshire,,,
Trusthorpe,Lincolnshire,,,
Trossele,Derbyshire,,,
Trusley,Derbyshire,,,
Trusley,Derbyshire,,,
Trusleye,Derbyshire,,,
Trusly,Derbyshire,,,
Trussele,Derbyshire,,,
Trusselega,Derbyshire,,,
Trusselegh,Derbyshire,,,
Trusseleghe,Derbyshire,,,
Trusseleia,Derbyshire,,,
Trusseleie,Derbyshire,,,
Trusseley,Derbyshire,,,
Trusseleye,Derbyshire,,,
Truro,Cornwall,,,
Trunch,Norfolk,,,
Trumpington,Cambridgeshire,,,
Trull,Somerset,,,
Trowse,Norfolk,,,
Trowell,Nottinghamshire,,,
"Trowbridge, Liberty of",Wiltshire,,,
Trowbridge,Wiltshire,,,
Trotton,Sussex,,,
Trostrey,Monmouthshire,,,
Troedyraur,Cardiganshire,,,
Tring,Hertfordshire,,,
Trimley,Suffolk,,,
Trimingham,Norfolk,,,
Tretower,Brecknockshire,,,
Treswell,Nottinghamshire,,,
Tresmeer,Cornwall,,,
Trent,Dorset,,,
Treneglos,Cornwall,,,
Tremaine,Cornwall,,,
Tremain,Cardiganshire,,,
Trelleck,Monmouthshire,,,
Tregaron,Cardiganshire,,,
Trefilan,Cardiganshire,,,
Tredunnock,Monmouthshire,,,
Tranent,Haddingtonshire,,,
Towednack,Cornwall,,,
Towcester,Northamptonshire,,,
Tottington,Norfolk,,,
Totternhoe,Bedfordshire,,,
Toton,Nottinghamshire,,,
Toueton,Nottinghamshire,,,
Totnes,Devon,,,
Totland,Isle Of Wight,England,"United Kingdom, Europe",
Totland,Isle Of Wight,England,"United Kingdom, Europe, Western Europe",
Tostock,Suffolk,,,
St Mary Church,Torquay,,,
Torksey,Lincolnshire,,,
Topsham,Devon,,,
Toppesfield,Essex,,,
Topcliffe,North Riding of Yorkshire,,,
Tongham,Surrey,,,
Tong,Shropshire,,,
Tonbridge,Kent,,,
Tolpuddle,Dorset,,,
Tolleshunt Major,Essex,,,
Tolleshunt d'Arcy,Essex,,,
Tollesbury,Essex,,,
Tollerton,Nottinghamshire,,,
Great Toller,Dorset,,,
Toller Porcorum,Dorset,,,
Tollard Royal,Wiltshire,,,
Tolland,Somerset,,,
Toft Monks,Norfolk,,,
Toft,Cambridgeshire,,,
Todmorden,Calder Valley,West Yorkshire,Yorkshire and The Humber,"England, United Kingdom, Europe, Western Europe"
Todmorden,Lancashire,,,
