Henry's Brae	fort	0	false
Castle Hill	earthwork 820m SW of	0	false
Old Melrose	 St Cuthbert's Chapel & monastery site	0	false
Mitchelhill	 palisaded enclosure and cairn 200m NW of	0	false
Old Melrose	linear earthwork 300m W of	0	false
Rudha nan Sgarbh	dun	0	false
Old Roxburgh	deserted town between River Teviot & River Tweed	0	false
Shaw Hill	cultivation terraces 450m NE of Coulter Shaw	0	false
Newstead Roman military complex	 660m WSW of Broomhill Farm	0	false
Glenrath	settlement 550m ENE of	0	false
White Hill	 fort	0	false
Dun Fionn	fort & cultivation terraces 600m NNE of Clauchlands	0	false
Kilbucho Church	0	false
Trebetha Hill	 cairn 140m NNW of Mill Rings Settlement	0	false
Dun a'Bhuic	dun SW of Cleongart	0	false
Roxburgh Castle	0	false
Kelso Abbey	0	false
Kemp Law	fort	0	false
Shaw Hill	ring enclosure on summit	0	false
Mill Rings	 earthwork	 Trebetha Hill	0	false
Cleongart	dun SE of	0	false
White Hill	 cairn 300m S of	0	false
Cardon	fort NW of	0	false
Machrie Farm	hut circle and cultivation remains 800m ESE of	0	false
Coulter	cultivation terraces 450m SE of	0	false
Drumelzier Castle	0	false
Blendewing	cairn 550m SE of	0	false
Drumelzier Castle	settlement 780m E of	0	false
Wood Hill	fort & enclosure	0	false
Wood Hill	settlement 230m E of	0	false
Corputechan	 hut circles E of	 Kintyre	0	false
Lamlash Road	 stone circle	0	false
Pinnaclehill Farm	burial mound & cists 90m NW of	0	false
Craig Hill	enclosure	0	false
Coulter	settlement 190m NE of Cow Castle	0	false
Knowe Kniffling	fort	0	false
Yair	fort	Oakbank Wood	0	false
